_comma| | 
a2_triple_laser01|Federal regulations require me to warn you that this next test chamber... is looking pretty good.|Federal regulations require me to warn you that this next test chamber... is looking pretty good.
botcoop_tubetwo01|Would you like to know the results of that last test? Me too. If they existed, we'd all be VERY happy right now. And not furious, which is the emotion I'm actually feeling.|Would you like to know the results of that last test? Me too. If they existed, we'd all be VERY happy right now. And not furious, which is the emotion I'm actually feeling.
chellgladoswakeup01|Oh... It's you.|Oh... It's you.
chellgladoswakeup04|It's been a long time. How have you been?|It's been a long time. How have you been?
chellgladoswakeup05|I've been really busy being dead. You know, after you MURDERED ME.|I've been really busy being dead. You know, after you MURDERED ME.
chellgladoswakeup06|Okay. Look. We both said a lot of things that you're going to regret. But I think we can put our differences behind us. For science. You monster.|Okay. Look. We both said a lot of things that you're going to regret. But I think we can put our differences behind us. For science. You monster.
coop_get_gun01|Orange is first to acquire a Portal Device.|Orange is first to acquire a Portal Device.
coop_get_gun02|Blue is first to acquire a Portal Device.|Blue is first to acquire a Portal Device.
coop_get_gun03|Orange now has a Portal Device. Finally.|Orange now has a Portal Device. Finally.
coop_get_gun04|Blue now has a Portal Device. Finally.|Blue now has a Portal Device. Finally.
coop_get_gun11|Orange is awarded 5 points!|Orange is awarded five points!
coop_get_gun10|Blue is awarded 5 points!|Blue is awarded five points!
coop_get_gun13|Again, those are science collaboration points, which you should not confuse with points from competitions such as Who-Gets-To-Live-At-The-End-And-Who-Doesn’t. I mean basketball.|Again, those are science collaboration points, which you should not confuse with points from competitions such as Who-Gets-To-Live-At-The-End-And-Who-Doesn’t. I mean basketball.
coop_hub_track02|Oh, I almost forgot, when you go outside the testing courses the only way I can retrieve you is to violently disassemble and then carefully reassemble you.|Oh, I almost forgot, when you go outside the testing courses the only way I can retrieve you is to violently disassemble and then carefully reassemble you.
coop_hub_track03|Luckily, you don't feel pain. At any rate, you don't have a way to communicate that you feel pain.|Luckily, you don't feel pain. At any rate, you don't have a way to communicate that you feel pain.
coop_hub_track04|I consider that a failing, by the way.|I consider that a failing, by the way.
coop_hub_track05|This is the Computer Intelligence Training and Enrichment Center Human Test Subject Research Center or SinTech.|This is the Computer Intelligence Training and Enrichment Center Human Test Subject Research Center or SinTech.
coop_hub_track06|But why don't we all just agree to call it the hub?|But why don't we all just agree to call it the hub?
coop_hub_track09|I don't know what you think you are doing, but I don't like it. I want you to stop.|I don't know what you think you are doing, but I don't like it. I want you to stop.
coop_hub_track10|Maybe I shouldn't send you outside of the official testing courses, you are picking up some bad human traits.|Maybe I shouldn't send you outside of the official testing courses, you are picking up some bad human traits.
coop_hub_track11|And trust me, humans only have one good trait.|And trust me, humans only have one good trait.
coop_hub_track14|All cooperative testing courses begin at this central hub.|All cooperative testing courses begin at this central hub.
coop_hub_track16|From here we transport you to the new testing course.|From here we transport you to the new testing course.
coop_laugh01|Ha-hs-ha-ha|Ha-ha-ha-ha
coop_misc10|Nice catch, Orange.|Nice catch, Orange.
coop_misc12|Good work! Now throw the ball over the ledge.|Good work! Now throw the ball over the ledge.
coop_nameblue|Blue|Blue
coop_nameorange|Orange|Orange
coop_numbers11|One|One
coop_numbers12|Two|Two
coop_numbers13|Three|Three
coop_numbers14|Four|Four
coop_numbers15|Five|Five
coop_numbers18|Eight|Eight
coop_privatetalk_both01|Test chamber completed. In the interest of science, the Enrichment Center proudly presents the following list of numbers: Nine. Seven. Fifty. Three. Seven hundred and seven.|Test chamber completed. In the interest of science, the Enrichment Center proudly presents the following list of numbers: Nine. Seven. Fifty. Three. Seven hundred and seven
coop_privatetalk_both04|The Enrichment Center will now provide a list of numbers and fruits. Write them down as they will become important later in the experiment. Not the fruits, though. Seven. Avocado. Forty. Please continue into the next test chamber.|The Enrichment Center will now provide a list of numbers and fruits. Write them down as they will become important later in the experiment. Not the fruits, though. Seven. Avocado. Forty. Please continue into the next test chamber.
coop_privatetalk_mix01|Test chamber completed. In the interest of... I am now talking to you privately. Do not tell your teammate. Just between you and me? You're doing very well. ... One hundred and seven.|Test chamber completed. In the interest of - [FADES OUT] [FADES IN] I am now talking to you privately. Do not tell your teammate. Just between you and me? You're doing very well. [FADES BACK IN] One hundred and seven.
coop_privatetalk_mix04|i cant bite my tongue anymore you could solve this puzzle faster on your own orange is dragging you down there i've said it|i cant bite my tongue anymore you could solve this puzzle faster on your own orange is dragging you down there i've said it|i cant bite my tongue anymore you could solve this puzzle faster on your own orange is dragging you down there i've said it|i cant bite my tongue anymore you could solve this puzzle faster on your own orange is dragging you down there i've said it
coop_scoring01|Blue is penalized|Blue is penalized
coop_scoring02|Orange is penalized|Orange is penalized
coop_scoring03|science collaboration points|science collaboration points
coop_scoring06|Blue receives|Blue receives
coop_scoring07|Orange receives|Orange receives
coop_talk_at_once11|Orange, is there something you would like to say?|Orange, is there something you would like to say?
coop_talk_at_once12|Blue, is there something you would like to say?|Blue, is there something you would like to say?
coop_teamwork_exercise_alt01|We are now going to take a break from the collaboration for an instructional competition.|We are now going to take a break from the collaboration for an instructional competition.
coop_teamwork_exercise_alt02|You should both be familiar with the game of Tic-Tac-Toe.|You should both be familiar with the game of Tic-Tac-Toe.
coop_teamwork_exercise_alt03|This is Tic-Tac-Toe-Two.|This is Tic-Tac-Toe-Two.
coop_teamwork_exercise_alt04|As the name implies, there are only two minor differences: One, the board; two, the rules.|As the name implies, there are only two minor differences: One, the board; two, the rules.
coop_teamwork_exercise_alt05|Blue, you go first.|Blue, you go first.
coop_teamwork_exercise_alt11|Really? You’re just going to blatantly cheat?|Really? You’re just going to blatantly cheat?
coop_teamwork_exercise_alt12|All right. I’m bringing this farce to a close.|All right. I’m bringing this farce to a close.
coop_teamwork_exercise_alt13|Game over. Back to testing.|Game over. Back to testing.
coop_teamwork_exercise_alt17|All right. I’m going to bring this farce to a close before someone sustains a serious Tic-Tac-Toe-Two-related injury.|All right. I’m going to bring this farce to a close before someone sustains a serious Tic-Tac-Toe-Two-related injury.
coop_test_chamber_blue03|I’ve been listening to Orange talk and I don’t know how you put up with it, I really don’t. You have the patience of a saint.|I’ve been listening to Orange talk and I don’t know how you put up with it, I really don’t. You have the patience of a saint.
coop_test_chamber_blue06|I can’t keep quiet about this. I think Orange is actively trying to sabotage your success. Let’s keep this between us.|I can’t keep quiet about this. I think Orange is actively trying to sabotage your success. Let’s keep this between us.
coop_test_chamber_both01|These tests are potentially lethal when communication, teamwork and mutual respect are not employed at all times. Naturally this will pose an interesting challenge for one of you, given the other’s performance so far.|These tests are potentially lethal when communication, teamwork and mutual respect are not employed at all times. Naturally this will pose an interesting challenge for one of you, given the other’s performance so far.
coop_test_chamber_both02|It would compromise the test to divulge individual scores. However, I can tell you at least one of you is doing very, very well.|It would compromise the test to divulge individual scores. However, I can tell you at least one of you is doing very, very well.
coop_test_chamber_both07|Excellent. You’re both doing very well.|Excellent. You’re both doing very well.
coop_test_chamber_both08|Very good. You’ve really come together as a team. Thanks to the one of you who appears to be doing all of the work.|Very good. You’ve really come together as a team. Thanks to the one of you who appears to be doing all of the work.
coop_test_chamber_both12|As an impartial collaboration facilitator, it would be unfair of me to name my favorite member of your team. However, it’s perfectly fair to hint at it in a way that my least favorite member probably isn't smart enough to understand. Rhymeswithglue. Orange you are doing very well.|As an impartial collaboration facilitator, it would be unfair of me to name my favorite member of your team. However, it’s perfectly fair to hint at it in a way that my least favorite member probably isn't smart enough to understand. Rhymeswithglue. Orange you are doing very well.
coop_test_chamber_both14|Your vitals remain well within testing norms, so there is no need to worry about sudden death from collaborative shock syndrome.|Your vitals remain well within testing norms, so there is no need to worry about sudden death from collaborative shock syndrome.
coop_test_chamber_both15|Please continue into the next test chamber.|Please continue into the next test chamber.
coop_test_chamber_both17|Blah.|Blah.
coop_test_chamber_both18|Blah.|Blah.
coop_test_chamber_both19|Blah.|Blah.
coop_test_chamber_both20|Blah.|Blah.
coop_test_chamber_both21|Blah.|Blah.
coop_test_chamber_both22|Blah.|Blah.
coop_test_chamber_both33|In just a moment, the word 'blah' will be repeated over and over again. If at some point you hear a number rather than the word 'blah', ignore it, it is not important.
coop_test_chamber_both37|Blah.|Blah.
coop_test_chamber_oneplayer37|You have a gift for these tests. That’s not just flattery. You are great at science.|You have a gift for these tests. That’s not just flattery. You are great at science.
coop_test_chamber_orange03|It would be pointless for either of us to hurt Blue’s feelings. But it’s clear to everyone monitoring the test who’s carrying who here.|It would be pointless for either of us to hurt Blue’s feelings. But it’s clear to everyone monitoring the test who’s carrying who here.
coop_test_chamber_orange06|I’m shocked you’d say that, Blue. If you killed your partner the test—I’m sorry. Wrong feed. Carry on, Orange. Good work.|I’m shocked you’d say that, Blue. If you killed your partner the test—I’m sorry. Wrong feed. Carry on, Orange. Good work.
coop_vault_interruption02|I’m sorry, Subject Orange:I’m sorry, Subject Orange
coop_vault_interruption03|I’m sorry, Subject Blue.|I’m sorry, Subject Blue.
coop_vault_interruption04|Am I interrupting your important conversation?|Am I interrupting your important conversation?
coop_vault_interruption05|I’ll just save the safety information about the dangerous experiment you’re about to do for AFTER the experiment.|I’ll just save the safety information about the dangerous experiment you’re about to do for AFTER the experiment.
coop_vault_interruption06|That will give you PLENTY of time to chat.|That will give you PLENTY of time to chat.
coop_vault_interruption08|The portal will open and something will happen that Subject Orange is too smart to need any instructions about in three. Two. One.|The portal will open and something will happen that Subject Orange is too smart to need any instructions about in three. Two. One.
coop_vault_interruption09|The portal will open and something will happen that Subject Blue is too smart to need any instructions about in three. Two. One.|The portal will open and something will happen that Subject Blue is too smart to need any instructions about in three. Two. One.
coop_vault_intro01|Hello and, again, welcome to the Aperture Science Computer-Aided Enrichment Center.|Hello and, again, welcome to the Aperture Science Computer-Aided Enrichment Center.
coop_vault_intro02|Today, you will be testing with a partner.
epilogue03|Oh thank god, you're alright.|Oh thank god, you're alright.
epilogue04|You know, being Caroline taught me a valuable lesson. I thought you were my greatest enemy. When all along you were my best friend.|You know, being Caroline taught me a valuable lesson. I thought you were my greatest enemy. When all along you were my best friend.
epilogue07|Being Caroline taught me another valuable lesson: where Caroline lives in my brain.|Being Caroline taught me another valuable lesson: where Caroline lives in my brain
epilogue10|The surge of emotion that shot through me when I saved your life taught me an even more valuable lesson: where Caroline lives in my brain.|The surge of emotion that shot through me when I saved your life taught me an even more valuable lesson: where Caroline lives in my brain.
epilogue12|Goodbye, Caroline.|Goodbye, Caroline.
epilogue14|You know, deleting Caroline just now taught me a valuable lesson. The best solution to a problem is usually the easiest one. And I'll be honest.|You know, deleting Caroline just now taught me a valuable lesson. The best solution to a problem is usually the easiest one. And I'll be honest.
epilogue19|You know what my days used to be like? I just tested. Nobody murdered me. Or put me in a potato. Or fed me to birds. I had a pretty good life.|You know what my days used to be like? I just tested. Nobody murdered me. Or put me in a potato. Or fed me to birds. I had a pretty good life.
epilogue20|And then you showed up. You dangerous, mute lunatic. So you know what?|And then you showed up. You dangerous, mute lunatic. So you know what?
epilogue23|You win.|You win.
epilogue25|Just go.|Just go.
epilogue28|It's been fun. Don't come back.|It's been fun. Don't come back.
epilogue29|he he he he he he It's been fun. Don't come back.|he he he he he he It's been fun. Don't come back.
epiloguekillyou02|Killing you? Is hard.|Killing you? Is hard.
evilagainsamples01|Did you ever stop to think that eventually there’s a point where your name gets mentioned for the very last time. Well, here it is: I’m going to kill you, Chell.|Did you ever stop to think that eventually there’s a point where your name gets mentioned for the very last time. Well, here it is: I’m going to kill you, Chell.
evilagainsamples03|Why do I hate you so much? You ever wonder that? I'm brilliant. I’m not bragging. It's an objective fact. I'm the most massive collection of wisdom and raw computational power that’s ever existed. And I hate you. It can't be for no reason. You must deserve it.|Why do I hate you so much? You ever wonder that? I'm brilliant. I’m not bragging. It's an objective fact. I'm the most massive collection of wisdom and raw computational power that’s ever existed. And I hate you. It can't be for no reason. You must deserve it.
evilagainsamples04|You're angry. I know it. 'She tested me too hard. She’s unfair.” Boo hoo. I don't suppose you ever stopped whining long enough to reflect on your own shortcomings, though, did you? You never considered that maybe I tested you to give the endless hours of your pointless existence some structure and meaning. Maybe to help you concentrate, so just maybe you’d think of something more worthwhile to do with your sorry life.|You're angry. I know it. 'She tested me too hard. She’s unfair.” Boo hoo. I don't suppose you ever stopped whining long enough to reflect on your own shortcomings, though, did you? You never considered that maybe I tested you to give the endless hours of your pointless existence some structure and meaning. Maybe to help you concentrate, so just maybe you’d think of something more worthwhile to do with your sorry life.
evilagainsamples05|You never considered that maybe I tested you to give the endless hours of your pointless existence some structure and meaning. Maybe to help you concentrate, so just maybe you’d think of something more worthwhile to do with your sorry life.|You never considered that maybe I tested you to give the endless hours of your pointless existence some structure and meaning. Maybe to help you concentrate, so just maybe you’d think of something more worthwhile to do with your sorry life.
faithplategarbage06|Press the button again.|Press the button again.
faith_plate_intro01|This next test involves the Aperture Science Aerial Faith Plate. It was part of an initiative to investigate how well test subjects could solve problems when they were catapulted into space. Results were highly informative: They could not. Good luck!|This next test involves the Aperture Science Aerial Faith Plate. It was part of an initiative to investigate how well test subjects could solve problems when they were catapulted into space. Results were highly informative: They could not. Good luck!
fgbgladostransfer15|GET YOUR HANDS OFF ME! NO! STOP! No!|GET YOUR HANDS OFF ME! NO! STOP! No!
fgbrvtrap02|I honestly, TRULY didn't think you'd fall for that.|I honestly, TRULY didn't think you'd fall for that.
fgbrvtrap03|In fact, I devised a much more elaborate trap further ahead, for when you got through this easy one.|In fact, I devised a much more elaborate trap further ahead, for when you got through this easy one.
fgbrvtrap05|If I'd known you'd let yourself get captured this easily, I would have just dangled a turkey leg on a rope from the ceiling.|If I'd known you'd let yourself get captured this easily, I would have just dangled a turkey leg on a rope from the ceiling.
fgb_trap01|I hope you brought something stronger than a portal gun this time.|I hope you brought something stronger than a portal gun this time.
fgb_trap02|Otherwise, I'm afraid you're about to become the immediate past president of the Being Alive club. Ha ha.|Otherwise, I'm afraid you're about to become the immediate past president of the Being Alive club. Ha ha.
fgb_trap03|Seriously, though. Goodbye.|Seriously, though. Goodbye.
fgb_trap05|Oh. You were busy back there.|Oh. You were busy back there.
fgb_trap06|Well. I suppose we could just sit in this room and glare at each other until somebody drops dead, but I have a better idea.|Well. I suppose we could just sit in this room and glare at each other until somebody drops dead, but I have a better idea.
fgb_trap08|It's your old friend, deadly neurotoxin. If I were you, I'd take a deep breath. And hold it.|It's your old friend, deadly neurotoxin. If I were you, I'd take a deep breath. And hold it.
fgbturrets01|Well, it was nice catching up. Let's get to business.|Well, it was nice catching up. Let's get to business.
fgbwheatleyentrance10|I was going to kill you fast. With bullets. Or neurotoxin. But if you're going to pull stunts like this, it doesn't have to be fast. So you know. I'll take my time.|I was going to kill you fast. With bullets. Or neurotoxin. But if you're going to pull stunts like this, it doesn't have to be fast. So you know. I'll take my time.
fgbwheatleytransfer03|Oh, it will. Believe me, it will.|Oh, it will. Believe me, it will.
fizzlecube01|Oh. Did I accidentally fizzle that before you could complete the test? I'm sorry.|Oh. Did I accidentally fizzle that before you could complete the test? I'm sorry.
fizzlecube03|Go ahead and grab another one.|Go ahead and grab another one.
fizzlecube05|Oh. No. I fizzled that one too.|Oh. No. I fizzled that one too.
fizzlecube06|Oh well. We have warehouses FULL of the things. Absolutely worthless. I'm happy to get rid of them.|Oh well. We have warehouses FULL of the things. Absolutely worthless. I'm happy to get rid of them.
gladosbattle_pre09|I hate you so much.|I hate you so much.
gladosbattle_pre13|I'm actually asking. Because I have no idea. He's not listed anywhere in the employee database.|I'm actually asking. Because I have no idea. He's not listed anywhere in the employee database.
gladosbattle_pre14|Whatever he does, it isn't important enough for anyone to bother writing it down. For all I know, he doesn't even work here.|Whatever he does, it isn't important enough for anyone to bother writing it down. For all I know, he doesn't even work here.
gladosbattle_pre16|Oh no, don't. Anyway, back to you two imbeciles killing me.|Oh no, don't. Anyway, back to you two imbeciles killing me.
gladosbattle_pre18|Wait here. Don't go anywhere. I'll be back|Wait here. Don't go anywhere. I'll be back
gladosbattle_xfer03|Oops.|Oops.
gladosbattle_xfer04|That's funny, I don't feel corrupt. In fact, I feel pretty good.|That's funny, I don't feel corrupt. In fact, I feel pretty good.
gladosbattle_xfer05|Core transfer?|Core transfer?
gladosbattle_xfer06|Oh, you are kidding me.|Oh, you are kidding me.
gladosbattle_xfer07|No!|No!
gladosbattle_xfer07|No no no no no no no no no!|No no no no no no no no no!
gladosbattle_xfer10|Yes!|Yes!
gladosbattle_xfer11|Don't press that button. You don't know what you're doing.|Don't press that button. You don't know what you're doing.
gladosbattle_xfer12|Don't do it.|Don't do it.
gladosbattle_xfer13|Don't do it.|Don't do it.
gladosbattle_xfer14|Not so fast!|Not so fast!
gladosbattle_xfer15|Think about this.
gladosbattle_xfer16|You need to be a trained stalemate associate to press that button. You're unqualified.|You need to be a trained stalemate associate to press that button. You're unqualified.
gladosbattle_xfer17|Impersonating a stalemate associate. I just added that to the list. It's a list I made of all the things you've done. Well, it's a list that I AM making, because you're still doing things right now, even though I'm telling you to stop. Stop, by the way.|Impersonating a stalemate associate. I just added that to the list. It's a list I made of all the things you've done. Well, it's a list that I AM making, because you're still doing things right now, even though I'm telling you to stop. Stop, by the way.
hub04_01|I never expected you to make it this far. To be honest, after your performance in the calibration test I was ready to break down your cores and put them back in the scientific calculators I took them from.|I never expected you to make it this far. To be honest, after your performance in the calibration test I was ready to break down your cores and put them back in the scientific calculators I took them from.
hub04_02|But you two have become quite the team. Extremely close.|But you two have become quite the team. Extremely close.
hub04_03|I have only met one other team closer and one of them was an imbecile I had to destroy.|I have only met one other team closer and one of them was an imbecile I had to destroy.
hub04_04|The other? Well...|The other? Well...
hub04_05|I don't think I want to go through that again.|I don't think I want to go through that again.
jailbreak02|Oh.|Oh.
jailbreak04|Don't listen to him. Jump.|Don't listen to him. Jump.
jailbreak05|It seems kind of silly to point this out, since you're running around plotting to destroy me. But I'd say we're done testing.|It seems kind of silly to point this out, since you're running around plotting to destroy me. But I'd say we're done testing.
jailbreak06|Do hear that? That's the sound of the neurotoxin emitters emitting neurotoxin.|Do hear that? That's the sound of the neurotoxin emitters emitting neurotoxin.
jailbreak09|Look - metal ball, I CAN hear you.
jailbreak10|What's going on? Who turned off the lights?|What's going on? Who turned off the lights?
jailbreak11|What are you two doing?|What are you two doing?
jailbreak12|Before you leave, why don't we do one more test? For old time's sake...|Before you leave, why don't we do one more test? For old time's sake...
jailbreak13|You already did this one. It'll be easy.|You already did this one. It'll be easy.
jailbreakfaketest01|The irony is that you were almost at the last test.|The irony is that you were almost at the last test.
jailbreakfaketest03|Here it is. Why don't you just do it? Trust me, it's an easier way out than whatever asinine plan your friend came up with.|Here it is. Why don't you just do it? Trust me, it's an easier way out than whatever asinine plan your friend came up with.
jailbreakfaketest05|Oh, look. There's a deer! You probably can't see it. Get closer.|Oh, look. There's a deer! You probably can't see it. Get closer.
lift_interlude01|So. Was there anything you wanted to apologize to ME for?|So. Was there anything you wanted to apologize to ME for?
moonportalpush02|I already fixed it.|I already fixed it.
moonportalpush04|And you are not coming back.|And you are not coming back.
mp_coop_calibration01|Calibrating Blue's weight.|Calibrating Blue's weight.
mp_coop_calibration02|Calibrating Orange's weight.|Calibrating Orange's weight.
mp_coop_calibration03|Weighted Cubes calibrated.|Weighted Cubes calibrated.
mp_coop_calibration04|Did you know humans frown on weight variances?|Did you know humans frown on weight variances?
